target,new_brand,cleaned_tweet,tokenized_tweet,cleaned_tweet_str
-1.0,apple,temp apple store 6th st closed night quottheyre stuff says cops barring door,"['temp', 'apple', 'store', '6th', 'st', 'closed', 'night', 'quottheyre', 'stuff', 'say', 'cop', 'barring', 'door']",t e m p   a p p l e   s t o r e   6 t h   s t   c l o s e d   n i g h t   q u o t t h e y r e   s t u f f   s a y s   c o p s   b a r r i n g   d o o r
1.0,apple,temp apple store killing selling early every day,"['temp', 'apple', 'store', 'killing', 'selling', 'early', 'every', 'day']",t e m p   a p p l e   s t o r e   k i l l i n g   s e l l i n g   e a r l y   e v e r y   d a y
1.0,apple,store popped huge crowd waiting geek dreams come true,"['store', 'popped', 'huge', 'crowd', 'waiting', 'geek', 'dream', 'come', 'true']",s t o r e   p o p p e d   h u g e   c r o w d   w a i t i n g   g e e k   d r e a m s   c o m e   t r u e
-1.0,apple,live stream working ipad,"['live', 'stream', 'working', 'ipad']",l i v e   s t r e a m   w o r k i n g   i p a d
1.0,apple,apple survival kit iuam taking apple stuff clothes,"['apple', 'survival', 'kit', 'iuam', 'taking', 'apple', 'stuff', 'clothes']",a p p l e   s u r v i v a l   k i t   i u a m   t a k i n g   a p p l e   s t u f f   c l o t h e s
-1.0,apple,hmm sxswcominteractivelive stream isnt ipadmobile compatible maybe next year,"['hmm', 'sxswcominteractivelive', 'stream', 'isnt', 'ipadmobile', 'compatible', 'maybe', 'next', 'year']",h m m   s x s w c o m i n t e r a c t i v e l i v e   s t r e a m   i s n t   i p a d m o b i l e   c o m p a t i b l e   m a y b e   n e x t   y e a r
-1.0,both,used small upstas twitter played big guys making moves apple google,"['used', 'small', 'upstas', 'twitter', 'played', 'big', 'guy', 'making', 'move', 'apple', 'google']",u s e d   s m a l l   u p s t a s   t w i t t e r   p l a y e d   b i g   g u y s   m a k i n g   m o v e s   a p p l e   g o o g l e
1.0,apple,yay love ipad perfectly poable travel weve thanks popup store,"['yay', 'love', 'ipad', 'perfectly', 'poable', 'travel', 'weve', 'thanks', 'popup', 'store']",y a y   l o v e   i p a d   p e r f e c t l y   p o a b l e   t r a v e l   w e v e   t h a n k s   p o p u p   s t o r e
1.0,apple,looks like fun session quotmistakes made building nextflix iphonequot,"['look', 'like', 'fun', 'session', 'quotmistakes', 'made', 'building', 'nextflix', 'iphonequot']",l o o k s   l i k e   f u n   s e s s i o n   q u o t m i s t a k e s   m a d e   b u i l d i n g   n e x t f l i x   i p h o n e q u o t
1.0,apple,may hide tweets think apple popup store final straw yes im jealous,"['may', 'hide', 'tweet', 'think', 'apple', 'popup', 'store', 'final', 'straw', 'yes', 'im', 'jealous']",m a y   h i d e   t w e e t s   t h i n k   a p p l e   p o p u p   s t o r e   f i n a l   s t r a w   y e s   i m   j e a l o u s
-1.0,apple,would like know lbs app downloaded commandeered iphones geolocation setting amp wont relinquish,"['would', 'like', 'know', 'lb', 'app', 'downloaded', 'commandeered', 'iphones', 'geolocation', 'setting', 'amp', 'wont', 'relinquish']",w o u l d   l i k e   k n o w   l b s   a p p   d o w n l o a d e d   c o m m a n d e e r e d   i p h o n e s   g e o l o c a t i o n   s e t t i n g   a m p   w o n t   r e l i n q u i s h
1.0,both,google tv ipad app connected tv experience talk super rad,"['google', 'tv', 'ipad', 'app', 'connected', 'tv', 'experience', 'talk', 'super', 'rad']",g o o g l e   t v   i p a d   a p p   c o n n e c t e d   t v   e x p e r i e n c e   t a l k   s u p e r   r a d
1.0,apple,great see u ill convention center today w fam showing new iphone game,"['great', 'see', 'u', 'ill', 'convention', 'center', 'today', 'w', 'fam', 'showing', 'new', 'iphone', 'game']",g r e a t   s e e   u   i l l   c o n v e n t i o n   c e n t e r   t o d a y   w   f a m   s h o w i n g   n e w   i p h o n e   g a m e
1.0,apple,iphone users kill yo self u hated ubewitter new app store includes uberguide,"['iphone', 'user', 'kill', 'yo', 'self', 'u', 'hated', 'ubewitter', 'new', 'app', 'store', 'includes', 'uberguide']",i p h o n e   u s e r s   k i l l   y o   s e l f   u   h a t e d   u b e w i t t e r   n e w   a p p   s t o r e   i n c l u d e s   u b e r g u i d e
1.0,apple,love waves ipad webber,"['love', 'wave', 'ipad', 'webber']",l o v e   w a v e s   i p a d   w e b b e r
1.0,apple,traded xoom js pay ipad,"['traded', 'xoom', 'j', 'pay', 'ipad']",t r a d e d   x o o m   j s   p a y   i p a d
1.0,apple,dear apple could roll hot dog ca full ipad convention center bring hot dogs,"['dear', 'apple', 'could', 'roll', 'hot', 'dog', 'ca', 'full', 'ipad', 'convention', 'center', 'bring', 'hot', 'dog']",d e a r   a p p l e   c o u l d   r o l l   h o t   d o g   c a   f u l l   i p a d   c o n v e n t i o n   c e n t e r   b r i n g   h o t   d o g s
1.0,apple,new iphone new ipad come running fast cuz every girl crazy sharp mac man strums guitar,"['new', 'iphone', 'new', 'ipad', 'come', 'running', 'fast', 'cuz', 'every', 'girl', 'crazy', 'sharp', 'mac', 'man', 'strum', 'guitar']",n e w   i p h o n e   n e w   i p a d   c o m e   r u n n i n g   f a s t   c u z   e v e r y   g i r l   c r a z y   s h a r p   m a c   m a n   s t r u m s   g u i t a r
1.0,apple,cover time apple store w others,"['cover', 'time', 'apple', 'store', 'w', 'others']",c o v e r   t i m e   a p p l e   s t o r e   w   o t h e r s
1.0,apple,hey people launch follow details chance free ipad,"['hey', 'people', 'launch', 'follow', 'detail', 'chance', 'free', 'ipad']",h e y   p e o p l e   l a u n c h   f o l l o w   d e t a i l s   c h a n c e   f r e e   i p a d
1.0,apple,want one rumor apple opening temporary store downtown ipad launch,"['want', 'one', 'rumor', 'apple', 'opening', 'temporary', 'store', 'downtown', 'ipad', 'launch']",w a n t   o n e   r u m o r   a p p l e   o p e n i n g   t e m p o r a r y   s t o r e   d o w n t o w n   i p a d   l a u n c h
1.0,apple,oh ridiculous even begins apple winsae via,"['oh', 'ridiculous', 'even', 'begin', 'apple', 'winsae', 'via']",o h   r i d i c u l o u s   e v e n   b e g i n s   a p p l e   w i n s a e   v i a
1.0,apple,genius idea apple popup store,"['genius', 'idea', 'apple', 'popup', 'store']",g e n i u s   i d e a   a p p l e   p o p u p   s t o r e
1.0,apple,update heading apple store buy ipad,"['update', 'heading', 'apple', 'store', 'buy', 'ipad']",u p d a t e   h e a d i n g   a p p l e   s t o r e   b u y   i p a d
-1.0,apple,getting ready quotipad design headachesquot,"['getting', 'ready', 'quotipad', 'design', 'headachesquot']",g e t t i n g   r e a d y   q u o t i p a d   d e s i g n   h e a d a c h e s q u o t
1.0,apple,getting ready installing iphone woot,"['getting', 'ready', 'installing', 'iphone', 'woot']",g e t t i n g   r e a d y   i n s t a l l i n g   i p h o n e   w o o t
1.0,both,already paying dividends discovered couple cool apps iphone android,"['already', 'paying', 'dividend', 'discovered', 'couple', 'cool', 'apps', 'iphone', 'android']",a l r e a d y   p a y i n g   d i v i d e n d s   d i s c o v e r e d   c o u p l e   c o o l   a p p s   i p h o n e   a n d r o i d
-1.0,apple,never realized shitty iphone battery im charging every hours,"['never', 'realized', 'shitty', 'iphone', 'battery', 'im', 'charging', 'every', 'hour']",n e v e r   r e a l i z e d   s h i t t y   i p h o n e   b a t t e r y   i m   c h a r g i n g   e v e r y   h o u r s
1.0,apple,steals show popup gt,"['steal', 'show', 'popup', 'gt']",s t e a l s   s h o w   p o p u p   g t
1.0,apple,met team set apple store set whole place nothing days great work,"['met', 'team', 'set', 'apple', 'store', 'set', 'whole', 'place', 'nothing', 'day', 'great', 'work']",m e t   t e a m   s e t   a p p l e   s t o r e   s e t   w h o l e   p l a c e   n o t h i n g   d a y s   g r e a t   w o r k
1.0,apple,nice hear mintcom working ipad app,"['nice', 'hear', 'mintcom', 'working', 'ipad', 'app']",n i c e   h e a r   m i n t c o m   w o r k i n g   i p a d   a p p
1.0,apple,appears apple opening pop store employees trying hide beechwood tables gave away,"['appears', 'apple', 'opening', 'pop', 'store', 'employee', 'trying', 'hide', 'beechwood', 'table', 'gave', 'away']",a p p e a r s   a p p l e   o p e n i n g   p o p   s t o r e   e m p l o y e e s   t r y i n g   h i d e   b e e c h w o o d   t a b l e s   g a v e   a w a y
1.0,apple,another reason go open popup store,"['another', 'reason', 'go', 'open', 'popup', 'store']",a n o t h e r   r e a s o n   g o   o p e n   p o p u p   s t o r e
1.0,apple,great blog latest news like opening store,"['great', 'blog', 'latest', 'news', 'like', 'opening', 'store']",g r e a t   b l o g   l a t e s t   n e w s   l i k e   o p e n i n g   s t o r e
1.0,apple,thats great im unique im one w iphone 3gs others followers iphone,"['thats', 'great', 'im', 'unique', 'im', 'one', 'w', 'iphone', '3gs', 'others', 'follower', 'iphone']",t h a t s   g r e a t   i m   u n i q u e   i m   o n e   w   i p h o n e   3 g s   o t h e r s   f o l l o w e r s   i p h o n e
1.0,apple,todays tech tidbit ipad takes video via,"['today', 'tech', 'tidbit', 'ipad', 'take', 'video', 'via']",t o d a y s   t e c h   t i d b i t   i p a d   t a k e s   v i d e o   v i a
1.0,apple,echofon iphone amp mac uimuteu functions block amp iuam canuat wait,"['echofon', 'iphone', 'amp', 'mac', 'uimuteu', 'function', 'block', 'amp', 'iuam', 'canuat', 'wait']",e c h o f o n   i p h o n e   a m p   m a c   u i m u t e u   f u n c t i o n s   b l o c k   a m p   i u a m   c a n u a t   w a i t
-1.0,both,heck would anyone want mozilla switch crapkit webkit gecko good stupid applegoogle bandwaggoners,"['heck', 'would', 'anyone', 'want', 'mozilla', 'switch', 'crapkit', 'webkit', 'gecko', 'good', 'stupid', 'applegoogle', 'bandwaggoners']",h e c k   w o u l d   a n y o n e   w a n t   m o z i l l a   s w i t c h   c r a p k i t   w e b k i t   g e c k o   g o o d   s t u p i d   a p p l e g o o g l e   b a n d w a g g o n e r s
-1.0,apple,apple cited opposite crowdsourcing proprietary steve jobs tells want,"['apple', 'cited', 'opposite', 'crowdsourcing', 'proprietary', 'steve', 'job', 'tell', 'want']",a p p l e   c i t e d   o p p o s i t e   c r o w d s o u r c i n g   p r o p r i e t a r y   s t e v e   j o b s   t e l l s   w a n t
1.0,apple,amused apple popup store year brilliant idea brilliant,"['amused', 'apple', 'popup', 'store', 'year', 'brilliant', 'idea', 'brilliant']",a m u s e d   a p p l e   p o p u p   s t o r e   y e a r   b r i l l i a n t   i d e a   b r i l l i a n t
-1.0,apple,walked line ipad bahahahaha least blocks long,"['walked', 'line', 'ipad', 'bahahahaha', 'least', 'block', 'long']",w a l k e d   l i n e   i p a d   b a h a h a h a h a   l e a s t   b l o c k s   l o n g
1.0,apple,called hot spots mobile heatmap iphone app leveraging 4sq helps find hot quiet places,"['called', 'hot', 'spot', 'mobile', 'heatmap', 'iphone', 'app', 'leveraging', '4sq', 'help', 'find', 'hot', 'quiet', 'place']",c a l l e d   h o t   s p o t s   m o b i l e   h e a t m a p   i p h o n e   a p p   l e v e r a g i n g   4 s q   h e l p s   f i n d   h o t   q u i e t   p l a c e s
1.0,apple,updated iphone app song info select streams incl amp live video streaming time,"['updated', 'iphone', 'app', 'song', 'info', 'select', 'stream', 'incl', 'amp', 'live', 'video', 'streaming', 'time']",u p d a t e d   i p h o n e   a p p   s o n g   i n f o   s e l e c t   s t r e a m s   i n c l   a m p   l i v e   v i d e o   s t r e a m i n g   t i m e
1.0,apple,connected bluetooth keyboard iphone hello fast blogging im,"['connected', 'bluetooth', 'keyboard', 'iphone', 'hello', 'fast', 'blogging', 'im']",c o n n e c t e d   b l u e t o o t h   k e y b o a r d   i p h o n e   h e l l o   f a s t   b l o g g i n g   i m
1.0,apple,convinced upgrade ipad held one trade show failed willpower check,"['convinced', 'upgrade', 'ipad', 'held', 'one', 'trade', 'show', 'failed', 'willpower', 'check']",c o n v i n c e d   u p g r a d e   i p a d   h e l d   o n e   t r a d e   s h o w   f a i l e d   w i l l p o w e r   c h e c k
1.0,apple,showed charge anywhere bar charge iphone whole table wanted buy one,"['showed', 'charge', 'anywhere', 'bar', 'charge', 'iphone', 'whole', 'table', 'wanted', 'buy', 'one']",s h o w e d   c h a r g e   a n y w h e r e   b a r   c h a r g e   i p h o n e   w h o l e   t a b l e   w a n t e d   b u y   o n e
-1.0,apple,walked past supposed temp store downstairs apple cult outside taking photos iphones,"['walked', 'past', 'supposed', 'temp', 'store', 'downstairs', 'apple', 'cult', 'outside', 'taking', 'photo', 'iphones']",w a l k e d   p a s t   s u p p o s e d   t e m p   s t o r e   d o w n s t a i r s   a p p l e   c u l t   o u t s i d e   t a k i n g   p h o t o s   i p h o n e s
-1.0,apple,passed popup apple store 6th blocks later naked bicycle guy keep weird,"['passed', 'popup', 'apple', 'store', '6th', 'block', 'later', 'naked', 'bicycle', 'guy', 'keep', 'weird']",p a s s e d   p o p u p   a p p l e   s t o r e   6 t h   b l o c k s   l a t e r   n a k e d   b i c y c l e   g u y   k e e p   w e i r d
1.0,apple,passed apple store 6th easily folks line,"['passed', 'apple', 'store', '6th', 'easily', 'folk', 'line']",p a s s e d   a p p l e   s t o r e   6 t h   e a s i l y   f o l k s   l i n e
-1.0,apple,talked mike tyson new iphone game lets fight pauly celebs soon,"['talked', 'mike', 'tyson', 'new', 'iphone', 'game', 'let', 'fight', 'pauly', 'celebs', 'soon']",t a l k e d   m i k e   t y s o n   n e w   i p h o n e   g a m e   l e t s   f i g h t   p a u l y   c e l e b s   s o o n
1.0,apple,picked book killer photoes iphone,"['picked', 'book', 'killer', 'photoes', 'iphone']",p i c k e d   b o o k   k i l l e r   p h o t o e s   i p h o n e
1.0,apple,picked ipad back,"['picked', 'ipad', 'back']",p i c k e d   i p a d   b a c k
-1.0,apple,cool see compliment apple store evening ill buy guys want grab drinks,"['cool', 'see', 'compliment', 'apple', 'store', 'evening', 'ill', 'buy', 'guy', 'want', 'grab', 'drink']",c o o l   s e e   c o m p l i m e n t   a p p l e   s t o r e   e v e n i n g   i l l   b u y   g u y s   w a n t   g r a b   d r i n k s
1.0,apple,free coffee company free drinks company b free food company c money saved goes apple life,"['free', 'coffee', 'company', 'free', 'drink', 'company', 'b', 'free', 'food', 'company', 'c', 'money', 'saved', 'go', 'apple', 'life']",f r e e   c o f f e e   c o m p a n y   f r e e   d r i n k s   c o m p a n y   b   f r e e   f o o d   c o m p a n y   c   m o n e y   s a v e d   g o e s   a p p l e   l i f e
1.0,apple,guess need figure sessions ipad app killer selection overwhelming,"['guess', 'need', 'figure', 'session', 'ipad', 'app', 'killer', 'selection', 'overwhelming']",g u e s s   n e e d   f i g u r e   s e s s i o n s   i p a d   a p p   k i l l e r   s e l e c t i o n   o v e r w h e l m i n g
1.0,apple,already seeing heavy ipad presence,"['already', 'seeing', 'heavy', 'ipad', 'presence']",a l r e a d y   s e e i n g   h e a v y   i p a d   p r e s e n c e
1.0,apple,week total ipad envy,"['week', 'total', 'ipad', 'envy']",w e e k   t o t a l   i p a d   e n v y
1.0,apple,good meet see dont forget giving away best mindmanager map details,"['good', 'meet', 'see', 'dont', 'forget', 'giving', 'away', 'best', 'mindmanager', 'map', 'detail']",g o o d   m e e t   s e e   d o n t   f o r g e t   g i v i n g   a w a y   b e s t   m i n d m a n a g e r   m a p   d e t a i l s
1.0,apple,prefer news iphone ipad droid apps amp mobile apps,"['prefer', 'news', 'iphone', 'ipad', 'droid', 'apps', 'amp', 'mobile', 'apps']",p r e f e r   n e w s   i p h o n e   i p a d   d r o i d   a p p s   a m p   m o b i l e   a p p s
-1.0,apple,like vegas iphone best used hand warmer,"['like', 'vega', 'iphone', 'best', 'used', 'hand', 'warmer']",l i k e   v e g a s   i p h o n e   b e s t   u s e d   h a n d   w a r m e r
-1.0,apple,sitting behind dude barcode tattoo neck controlling urge scan iphone,"['sitting', 'behind', 'dude', 'barcode', 'tattoo', 'neck', 'controlling', 'urge', 'scan', 'iphone']",s i t t i n g   b e h i n d   d u d e   b a r c o d e   t a t t o o   n e c k   c o n t r o l l i n g   u r g e   s c a n   i p h o n e
1.0,apple,great panel ipad magazine design pulling aicles different mags sounds awesome whos going build,"['great', 'panel', 'ipad', 'magazine', 'design', 'pulling', 'aicles', 'different', 'mag', 'sound', 'awesome', 'who', 'going', 'build']",g r e a t   p a n e l   i p a d   m a g a z i n e   d e s i g n   p u l l i n g   a i c l e s   d i f f e r e n t   m a g s   s o u n d s   a w e s o m e   w h o s   g o i n g   b u i l d
-1.0,apple,panel quotstaying alive indie iphone game development survivequot kind downer try,"['panel', 'quotstaying', 'alive', 'indie', 'iphone', 'game', 'development', 'survivequot', 'kind', 'downer', 'try']",p a n e l   q u o t s t a y i n g   a l i v e   i n d i e   i p h o n e   g a m e   d e v e l o p m e n t   s u r v i v e q u o t   k i n d   d o w n e r   t r y
1.0,apple,airpo delay introduced feel like drug pusher first ipad play free,"['airpo', 'delay', 'introduced', 'feel', 'like', 'drug', 'pusher', 'first', 'ipad', 'play', 'free']",a i r p o   d e l a y   i n t r o d u c e d   f e e l   l i k e   d r u g   p u s h e r   f i r s t   i p a d   p l a y   f r e e
1.0,apple,apples release ipad huge win especially international attendees town show,"['apple', 'release', 'ipad', 'huge', 'win', 'especially', 'international', 'attendee', 'town', 'show']",a p p l e s   r e l e a s e   i p a d   h u g e   w i n   e s p e c i a l l y   i n t e r n a t i o n a l   a t t e n d e e s   t o w n   s h o w
-1.0,apple,note self downside tweeting white ipad expect mocked,"['note', 'self', 'downside', 'tweeting', 'white', 'ipad', 'expect', 'mocked']",n o t e   s e l f   d o w n s i d e   t w e e t i n g   w h i t e   i p a d   e x p e c t   m o c k e d
1.0,apple,quoti believe god explanation apples continued existencequot guy kawasaki,"['quoti', 'believe', 'god', 'explanation', 'apple', 'continued', 'existencequot', 'guy', 'kawasaki']",q u o t i   b e l i e v e   g o d   e x p l a n a t i o n   a p p l e s   c o n t i n u e d   e x i s t e n c e q u o t   g u y   k a w a s a k i
1.0,apple,tell happening iphone apps updates day,"['tell', 'happening', 'iphone', 'apps', 'update', 'day']",t e l l   h a p p e n i n g   i p h o n e   a p p s   u p d a t e s   d a y
1.0,apple,im insanely jealous everyone ipad seems like great way interact panels next year p,"['im', 'insanely', 'jealous', 'everyone', 'ipad', 'seems', 'like', 'great', 'way', 'interact', 'panel', 'next', 'year', 'p']",i m   i n s a n e l y   j e a l o u s   e v e r y o n e   i p a d   s e e m s   l i k e   g r e a t   w a y   i n t e r a c t   p a n e l s   n e x t   y e a r   p
1.0,apple,apples temporary megastore could model future conferencesevents,"['apple', 'temporary', 'megastore', 'could', 'model', 'future', 'conferencesevents']",a p p l e s   t e m p o r a r y   m e g a s t o r e   c o u l d   m o d e l   f u t u r e   c o n f e r e n c e s e v e n t s
1.0,apple,attendees need one best qr scannercreators iphone send us pic qr code found free copy optiscan,"['attendee', 'need', 'one', 'best', 'qr', 'scannercreators', 'iphone', 'send', 'u', 'pic', 'qr', 'code', 'found', 'free', 'copy', 'optiscan']",a t t e n d e e s   n e e d   o n e   b e s t   q r   s c a n n e r c r e a t o r s   i p h o n e   s e n d   u s   p i c   q r   c o d e   f o u n d   f r e e   c o p y   o p t i s c a n
-1.0,apple,friends think abandoned reality didnt means communication iphone stopped working,"['friend', 'think', 'abandoned', 'reality', 'didnt', 'mean', 'communication', 'iphone', 'stopped', 'working']",f r i e n d s   t h i n k   a b a n d o n e d   r e a l i t y   d i d n t   m e a n s   c o m m u n i c a t i o n   i p h o n e   s t o p p e d   w o r k i n g
1.0,apple,normal scene ipad lap iphone hand,"['normal', 'scene', 'ipad', 'lap', 'iphone', 'hand']",n o r m a l   s c e n e   i p a d   l a p   i p h o n e   h a n d
-1.0,apple,happened taxi magic iphone app call cabs via,"['happened', 'taxi', 'magic', 'iphone', 'app', 'call', 'cab', 'via']",h a p p e n e d   t a x i   m a g i c   i p h o n e   a p p   c a l l   c a b s   v i a
1.0,apple,opening pop shop man everywhere,"['opening', 'pop', 'shop', 'man', 'everywhere']",o p e n i n g   p o p   s h o p   m a n   e v e r y w h e r e
1.0,apple,funny moment panel dennis crowley gets ipad owners hold new ipad looked like lighters rock conce,"['funny', 'moment', 'panel', 'dennis', 'crowley', 'get', 'ipad', 'owner', 'hold', 'new', 'ipad', 'looked', 'like', 'lighter', 'rock', 'conce']",f u n n y   m o m e n t   p a n e l   d e n n i s   c r o w l e y   g e t s   i p a d   o w n e r s   h o l d   n e w   i p a d   l o o k e d   l i k e   l i g h t e r s   r o c k   c o n c e
1.0,apple,essentials waterenergy bars sma phone camera map dt sunglasses rainjacket laptopipad mp3 playeripod earplugs,"['essential', 'waterenergy', 'bar', 'sma', 'phone', 'camera', 'map', 'dt', 'sunglass', 'rainjacket', 'laptopipad', 'mp3', 'playeripod', 'earplug']",e s s e n t i a l s   w a t e r e n e r g y   b a r s   s m a   p h o n e   c a m e r a   m a p   d t   s u n g l a s s e s   r a i n j a c k e t   l a p t o p i p a d   m p 3   p l a y e r i p o d   e a r p l u g s
1.0,apple,g love apple popup store one question atampt bring trucks signal please say yes,"['g', 'love', 'apple', 'popup', 'store', 'one', 'question', 'atampt', 'bring', 'truck', 'signal', 'please', 'say', 'yes']",g   l o v e   a p p l e   p o p u p   s t o r e   o n e   q u e s t i o n   a t a m p t   b r i n g   t r u c k s   s i g n a l   p l e a s e   s a y   y e s
1.0,apple,ha ui quotapple comes cool technology ones ever heard dont go conferencesquotu,"['ha', 'ui', 'quotapple', 'come', 'cool', 'technology', 'one', 'ever', 'heard', 'dont', 'go', 'conferencesquotu']",h a   u i   q u o t a p p l e   c o m e s   c o o l   t e c h n o l o g y   o n e s   e v e r   h e a r d   d o n t   g o   c o n f e r e n c e s q u o t u
1.0,apple,geeks need somewhere downtown line get ipad ill dropping,"['geek', 'need', 'somewhere', 'downtown', 'line', 'get', 'ipad', 'ill', 'dropping']",g e e k s   n e e d   s o m e w h e r e   d o w n t o w n   l i n e   g e t   i p a d   i l l   d r o p p i n g
1.0,apple,lol quotapple comes cool technology ones ever heard dont go conferencesquot,"['lol', 'quotapple', 'come', 'cool', 'technology', 'one', 'ever', 'heard', 'dont', 'go', 'conferencesquot']",l o l   q u o t a p p l e   c o m e s   c o o l   t e c h n o l o g y   o n e s   e v e r   h e a r d   d o n t   g o   c o n f e r e n c e s q u o t
1.0,apple,lol quotapple comes cool technology ones ever heard dont go conferencesquot via,"['lol', 'quotapple', 'come', 'cool', 'technology', 'one', 'ever', 'heard', 'dont', 'go', 'conferencesquot', 'via']",l o l   q u o t a p p l e   c o m e s   c o o l   t e c h n o l o g y   o n e s   e v e r   h e a r d   d o n t   g o   c o n f e r e n c e s q u o t   v i a
1.0,apple,lol quotapple comes cool technology ones ever heard dont go conferencesquot,"['lol', 'quotapple', 'come', 'cool', 'technology', 'one', 'ever', 'heard', 'dont', 'go', 'conferencesquot']",l o l   q u o t a p p l e   c o m e s   c o o l   t e c h n o l o g y   o n e s   e v e r   h e a r d   d o n t   g o   c o n f e r e n c e s q u o t
1.0,apple,chatting via iphone hilarious,"['chatting', 'via', 'iphone', 'hilarious']",c h a t t i n g   v i a   i p h o n e   h i l a r i o u s
1.0,apple,thanks giving new top cover banged juicepack iphone case products rock,"['thanks', 'giving', 'new', 'top', 'cover', 'banged', 'juicepack', 'iphone', 'case', 'product', 'rock']",t h a n k s   g i v i n g   n e w   t o p   c o v e r   b a n g e d   j u i c e p a c k   i p h o n e   c a s e   p r o d u c t s   r o c k
1.0,apple,intrvw quotgovt vending machine put get svcs platform iphone teaching momentquot,"['intrvw', 'quotgovt', 'vending', 'machine', 'put', 'get', 'svcs', 'platform', 'iphone', 'teaching', 'momentquot']",i n t r v w   q u o t g o v t   v e n d i n g   m a c h i n e   p u t   g e t   s v c s   p l a t f o r m   i p h o n e   t e a c h i n g   m o m e n t q u o t
1.0,apple,woot ui rumor apple opening temporary store downtown ipad launch,"['woot', 'ui', 'rumor', 'apple', 'opening', 'temporary', 'store', 'downtown', 'ipad', 'launch']",w o o t   u i   r u m o r   a p p l e   o p e n i n g   t e m p o r a r y   s t o r e   d o w n t o w n   i p a d   l a u n c h
1.0,apple,yes lol u r gadgetzilla fun festival time omg im scared got netbook amp droid,"['yes', 'lol', 'u', 'r', 'gadgetzilla', 'fun', 'festival', 'time', 'omg', 'im', 'scared', 'got', 'netbook', 'amp', 'droid']",y e s   l o l   u   r   g a d g e t z i l l a   f u n   f e s t i v a l   t i m e   o m g   i m   s c a r e d   g o t   n e t b o o k   a m p   d r o i d
1.0,apple,wew new app store includes uberguide sponsored cont,"['wew', 'new', 'app', 'store', 'includes', 'uberguide', 'sponsored', 'cont']",w e w   n e w   a p p   s t o r e   i n c l u d e s   u b e r g u i d e   s p o n s o r e d   c o n t
1.0,apple,badger angel news nice one also giving away free ipad,"['badger', 'angel', 'news', 'nice', 'one', 'also', 'giving', 'away', 'free', 'ipad']",b a d g e r   a n g e l   n e w s   n i c e   o n e   a l s o   g i v i n g   a w a y   f r e e   i p a d
1.0,apple,video playbook action ipad still wins,"['video', 'playbook', 'action', 'ipad', 'still', 'win']",v i d e o   p l a y b o o k   a c t i o n   i p a d   s t i l l   w i n s
1.0,apple,envy roof thanks every person,"['envy', 'roof', 'thanks', 'every', 'person']",e n v y   r o o f   t h a n k s   e v e r y   p e r s o n
1.0,apple,maybe someone gets hand old ipad instead throwing away,"['maybe', 'someone', 'get', 'hand', 'old', 'ipad', 'instead', 'throwing', 'away']",m a y b e   s o m e o n e   g e t s   h a n d   o l d   i p a d   i n s t e a d   t h r o w i n g   a w a y
-1.0,apple,oh utter fail cant see letter ballroom iphone app long doesnt wrap cc,"['oh', 'utter', 'fail', 'cant', 'see', 'letter', 'ballroom', 'iphone', 'app', 'long', 'doesnt', 'wrap', 'cc']",o h   u t t e r   f a i l   c a n t   s e e   l e t t e r   b a l l r o o m   i p h o n e   a p p   l o n g   d o e s n t   w r a p   c c
1.0,apple,life hacker debuts steampunk ipad ft reclaimed copper piping one minimaglight quotkinda thinquot etchasketch interface,"['life', 'hacker', 'debut', 'steampunk', 'ipad', 'ft', 'reclaimed', 'copper', 'piping', 'one', 'minimaglight', 'quotkinda', 'thinquot', 'etchasketch', 'interface']",l i f e   h a c k e r   d e b u t s   s t e a m p u n k   i p a d   f t   r e c l a i m e d   c o p p e r   p i p i n g   o n e   m i n i m a g l i g h t   q u o t k i n d a   t h i n q u o t   e t c h a s k e t c h   i n t e r f a c e
1.0,both,mega tether iphoneandroid pay,"['mega', 'tether', 'iphoneandroid', 'pay']",m e g a   t e t h e r   i p h o n e a n d r o i d   p a y
-1.0,apple,never apparent nice would apple made stuff w removable batteries,"['never', 'apparent', 'nice', 'would', 'apple', 'made', 'stuff', 'w', 'removable', 'battery']",n e v e r   a p p a r e n t   n i c e   w o u l d   a p p l e   m a d e   s t u f f   w   r e m o v a b l e   b a t t e r i e s
1.0,apple,enter contest maybe win ipad,"['enter', 'contest', 'maybe', 'win', 'ipad']",e n t e r   c o n t e s t   m a y b e   w i n   i p a d
1.0,apple,days closer becoming owner ipad stoked thing getting finals,"['day', 'closer', 'becoming', 'owner', 'ipad', 'stoked', 'thing', 'getting', 'final']",d a y s   c l o s e r   b e c o m i n g   o w n e r   i p a d   s t o k e d   t h i n g   g e t t i n g   f i n a l s
-1.0,apple,desperate charge ipad lost charger anyone know connect charger thanks,"['desperate', 'charge', 'ipad', 'lost', 'charger', 'anyone', 'know', 'connect', 'charger', 'thanks']",d e s p e r a t e   c h a r g e   i p a d   l o s t   c h a r g e r   a n y o n e   k n o w   c o n n e c t   c h a r g e r   t h a n k s
1.0,apple,sitting panel wishing alas two year old completely oveaken,"['sitting', 'panel', 'wishing', 'ala', 'two', 'year', 'old', 'completely', 'oveaken']",s i t t i n g   p a n e l   w i s h i n g   a l a s   t w o   y e a r   o l d   c o m p l e t e l y   o v e a k e n
